municipio,lat,alt,lon
Sant Joan Despí,41.3667951,20.956615447998047,2.0570346
Sant Joan de Vilatorrada,41.7422073,237.93658447265625,1.803625
Vilassar de Mar,41.5064041,24.76933479309082,2.3913883
Sant Julià de Vilatorta,41.9219404,598.7584838867188,2.3240651
Sant Just Desvern,41.3815832,108.15937805175781,2.0750677
Sant Llorenç d'Hortons,41.4679645,204.70556640625,1.824028
Sant Llorenç Savall,41.6794647,473.7685852050781,2.0579669
Sant Martí de Centelles,41.7540904,799.3330688476562,2.2195762
Sant Martí d'Albars,42.0281258,623.1099853515625,2.0742512
Sant Martí de Tous,41.5621915,450.16888427734375,1.521792
Sant Martí Sarroca,41.3854214,295.0035705566406,1.6108158
Sant Martí Sesgueioles,41.7021286,645.1825561523438,1.4882003
Sant Mateu de Bages,41.7969781,568.3203735351562,1.7327386
Premià de Dalt,41.5076668,135.77484130859375,2.3437394
Sant Pere de Ribes,41.2619218,48.808406829833984,1.7721357
Sant Pere de Riudebitlles,41.4535893,251.70156860351562,1.7017388
Sant Pere de Torelló,42.0754755,621.1192626953125,2.2955862
Sant Pere de Vilamajor,41.6843288,297.6168518066406,2.3900497
Sant Pol de Mar,41.6030132,29.124942779541016,2.6238092
Sant Quintí de Mediona,41.4627909,330.95654296875,1.6652161
Sant Quirze de Besora,42.101426,569.505126953125,2.2170289
Sant Quirze del Vallès,41.530143,164.89505004882812,2.0820052
Sant Quirze Safaja,41.7271551,603.1373291015625,2.1530012
Sant Sadurní d'Anoia,41.4244663,166.98670959472656,1.7863949
Sant Sadurní d'Osormort,41.9019288,527.8180541992188,2.3815562
Marganell,41.640666,328.6233825683594,1.7900194
Santa Coloma de Cervelló,41.3687006,61.68689727783203,2.0174512
Santa Coloma de Gramenet,41.4515626,38.88508987426758,2.2083371
Santa Eugènia de Berga,41.9000058,539.6192016601562,2.283319
Santa Eulàlia de Riuprimer,41.9109533,578.5665893554688,2.1886023
Santa Eulàlia de Ronçana,41.6523952,201.77273559570312,2.229264
Santa Fe del Penedès,41.3844582,239.8197479248047,1.7209214
Santa Margarida de Montbui,41.5745942,316.0595397949219,1.6084538
Santa Margarida i els Monjos,41.3213389,170.0138702392578,1.6623519
Barberà del Vallès,41.5172534,139.18099975585938,2.1265942
Santa Maria de Besora,42.1272818,877.0149536132812,2.2589189
"Esquirol, L'",42.0024787,453.9488525390625,2.2929552
Santa Maria de Merlès,42.0007572,531.0240478515625,1.9778885
Santa Maria de Martorelles,41.5198085,176.68185424804688,2.2537044
Santa Maria de Miralles,41.5004287,500.81097412109375,1.5282249
Santa Maria d'Oló,41.8742425,516.6270751953125,2.0358546
Santa Maria de Palautordera,41.693781,214.16400146484375,2.4442321
Santa Perpètua de Mogoda,41.5328106,71.17945098876953,2.1823309
Santa Susanna,41.6357256,11.407452583312988,2.7065933
Sant Vicenç de Castellet,41.6669999,173.76719665527344,1.8625559
Sant Vicenç dels Horts,41.3934193,33.25598907470703,2.0099482
Sant Vicenç de Montalt,41.5787122,133.0894317626953,2.5103642
Sant Vicenç de Torelló,42.0630229,564.253173828125,2.272337
Cerdanyola del Vallès,41.4910324,95.44293975830078,2.1374969
Sentmenat,41.6110502,223.8588104248047,2.1374456
Cercs,42.1463987,662.7026977539062,1.8606233
Seva,41.8361292,682.5634765625,2.2835441
Sitges,41.2366707,24.99319076538086,1.8228136
Sobremunt,42.0353017,869.86669921875,2.165156
Sora,42.1119353,710.69677734375,2.1610531
Subirats,41.3951601,382.84820556640625,1.8112496
Súria,41.8328065,305.9757080078125,1.7526606
Tavèrnoles,41.9520757,534.3975219726562,2.3263016
Tagamanent,41.7391505,349.09014892578125,2.2666145
Talamanca,41.7381785,539.4629516601562,1.9772537
Taradell,41.8762624,621.19921875,2.2859511
Terrassa,41.5629623,292.1181945800781,2.0100492
Tavertet,41.995547,864.8043823242188,2.4182542
Teià,41.4994081,116.05553436279297,2.3205426
Tiana,41.4819226,120.21539306640625,2.2689473
Tona,41.8538039,585.2145385742188,2.2280115
Tordera,41.6977173,33.851768493652344,2.7172987
Torelló,42.0478304,509.28125,2.2643391
"Torre de Claramunt, La",41.5349561,375.413818359375,1.6655769
Torrelavit,41.4432636,228.76979064941406,1.7266773
Torrelles de Foix,41.387735,369.8010559082031,1.5723453
Torrelles de Llobregat,41.3565232,131.99676513671875,1.9816276
Ullastrell,41.5265763,315.17413330078125,1.9560471
Vacarisses,41.6063852,408.796875,1.9194608
Vallbona d'Anoia,41.5194769,294.420654296875,1.7082922
Vallcebre,42.2036044,1117.8634033203125,1.818818
Vallgorguina,41.6473229,225.01397705078125,2.5100384
Vallirana,41.3877623,188.29354858398438,1.9320806
Vallromanes,41.5323208,157.65867614746094,2.2989347
Veciana,41.6559029,556.9268798828125,1.4885194
Vic,41.9302021,504.9788513183594,2.2545943
Vilada,42.1369132,734.1157836914062,1.9315206
Viladecavalls,41.5563969,270.32049560546875,1.9553173
Viladecans,41.3163083,25.222915649414062,2.0156034
Vilanova del Camí,41.5714336,305.38519287109375,1.6361449
Vilanova de Sau,41.9476741,556.226806640625,2.383405
Vilobí del Penedès,41.3875574,280.0682067871094,1.6632965
Vilafranca del Penedès,41.3463825,233.7063751220703,1.6995213
Vilalba Sasserra,41.6530012,221.51150512695312,2.4405379
Vilanova i la Geltrú,41.2241992,25.799861907958984,1.7256327
Viver i Serrateix,41.9497667,708.9105224609375,1.801485
Rupit i Pruit,42.024334,844.4454956054688,2.4653919
Vilanova del Vallès,41.5536734,93.13166809082031,2.2862297
Sant Julià de Cerdanyola,42.2234097,970.9384765625,1.8921354
Badia del Vallès,41.5075702,120.3896255493164,2.1153773
"Palma de Cervelló, La",41.4084393,102.22955322265625,1.9779194
Gisclareny,42.249978,1333.853759765625,1.7866137
Santa Cecília de Voltregà,41.9930549,520.4624633789062,2.222325
Castell de l'Areny,42.1732169,950.7467041015625,1.9454439
